facility_id,institution_id,source_facility_id,crms_credit_id,facility_type,product_code,currency,approved_limit,original_principal,amount_disbursed,origination_date,first_disbursement_date,maturity_date,original_tenor_days,interest_rate,rate_type,repayment_frequency,scheduled_payment_amount,purpose_code,sector_code,funding_source_code,secured_flag,facility_status,snapshot_date,outstanding_principal,total_exposure,days_past_due,delinquency_bucket,default_flag,default_date,restructure_flag,writeoff_flag,writeoff_amount,recovery_amount,party_id,borrower_external_id,party_type,data_classification,wcds_version
FAC-LENDER_C-00000031,LENDER_C,LENDER_C-100031,,TERM_LOAN,GROUP_MICRO,NGN,150000,150000,150000,2025-05-06,2025-05-06,2025-11-02,180,0.30645,FIXED,WEEKLY,6641.11,MICRO_ENTERPRISE,MICROFINANCE,DEPOSITS_AND_EQUITY,False,CLOSED,2026-08-21,0,0.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_C-00000031,ANON-LENDER_C-00000031,PERSON,synthetic,WCDS-0.1
FAC-LENDER_C-00000032,LENDER_C,LENDER_C-100032,,TERM_LOAN,SME_MICRO,NGN,750000,750000,750000,2025-03-18,2025-03-18,2025-12-13,270,0.292194,FIXED,MONTHLY,101345.28,MICRO_ENTERPRISE,MICROFINANCE,DEPOSITS_AND_EQUITY,False,CLOSED,2026-08-21,0,0.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_C-00000032,ANON-LENDER_C-00000032,ORGANISATION,synthetic,WCDS-0.1
FAC-LENDER_C-00000033,LENDER_C,LENDER_C-100033,,TERM_LOAN,GROUP_MICRO,NGN,750000,750000,750000,2024-12-16,2024-12-16,2025-06-14,180,0.325548,FIXED,WEEKLY,33477.23,MICRO_ENTERPRISE,MICROFINANCE,DEPOSITS_AND_EQUITY,False,CLOSED,2026-08-21,0,0.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_C-00000033,ANON-LENDER_C-00000033,PERSON,synthetic,WCDS-0.1
FAC-LENDER_C-00000034,LENDER_C,LENDER_C-100034,,TERM_LOAN,STAFF_LOAN,NGN,100000,100000,100000,2025-01-02,2025-01-02,2026-01-02,365,0.194447,FIXED,MONTHLY,9953.72,PERSONAL,MICROFINANCE,DEPOSITS_AND_EQUITY,False,CLOSED,2026-08-21,0,0.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_C-00000034,ANON-LENDER_C-00000034,PERSON,synthetic,WCDS-0.1
FAC-LENDER_C-00000035,LENDER_C,LENDER_C-100035,,TERM_LOAN,SME_MICRO,NGN,500000,500000,500000,2025-12-17,2025-12-17,2026-09-13,270,0.338957,FIXED,MONTHLY,69485.28,MICRO_ENTERPRISE,MICROFINANCE,DEPOSITS_AND_EQUITY,False,ACTIVE,2026-08-21,71759.26,73758.43,35,DPD_31_60,False,,False,False,0,0,PTY-LENDER_C-00000035,ANON-LENDER_C-00000035,ORGANISATION,synthetic,WCDS-0.1
FAC-LENDER_C-00000036,LENDER_C,LENDER_C-100036,,TERM_LOAN,ASSET_FINANCE,NGN,500000,500000,500000,2026-07-13,2026-07-13,2027-07-13,365,0.221266,FIXED,MONTHLY,50886.08,MICRO_ENTERPRISE,MICROFINANCE,DEPOSITS_AND_EQUITY,True,ACTIVE,2026-08-21,446575.34,446575.34,0,CURRENT,False,,False,False,0,0,PTY-LENDER_C-00000036,ANON-LENDER_C-00000036,ORGANISATION,synthetic,WCDS-0.1
FAC-LENDER_C-00000037,LENDER_C,LENDER_C-100037,,TERM_LOAN,STAFF_LOAN,NGN,500000,500000,500000,2026-04-12,2026-04-12,2027-04-12,365,0.159426,FIXED,MONTHLY,48309.42,PERSONAL,MICROFINANCE,DEPOSITS_AND_EQUITY,False,ACTIVE,2026-08-21,320547.95,320547.95,0,CURRENT,False,,False,False,0,0,PTY-LENDER_C-00000037,ANON-LENDER_C-00000037,PERSON,synthetic,WCDS-0.1
FAC-LENDER_C-00000038,LENDER_C,LENDER_C-100038,,TERM_LOAN,STAFF_LOAN,NGN,1000000,1000000,1000000,2026-03-14,2026-03-14,2027-03-14,365,0.138876,FIXED,MONTHLY,94906.33,PERSONAL,MICROFINANCE,DEPOSITS_AND_EQUITY,False,ACTIVE,2026-08-21,619977.17,627053.88,35,DPD_31_60,False,,True,False,0,0,PTY-LENDER_C-00000038,ANON-LENDER_C-00000038,PERSON,synthetic,WCDS-0.1
FAC-LENDER_C-00000039,LENDER_C,LENDER_C-100039,,TERM_LOAN,SME_MICRO,NGN,100000,100000,100000,2025-08-19,2025-08-19,2026-05-16,270,0.325134,FIXED,MONTHLY,13783.45,MICRO_ENTERPRISE,MICROFINANCE,DEPOSITS_AND_EQUITY,True,CLOSED,2026-08-21,0,0.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_C-00000039,ANON-LENDER_C-00000039,ORGANISATION,synthetic,WCDS-0.1
FAC-LENDER_C-00000040,LENDER_C,LENDER_C-100040,,TERM_LOAN,GROUP_MICRO,NGN,300000,300000,300000,2025-02-05,2025-02-05,2025-08-04,180,0.323883,FIXED,WEEKLY,13381.42,MICRO_ENTERPRISE,MICROFINANCE,DEPOSITS_AND_EQUITY,False,DEFAULTED,2026-08-21,45000.0,46197.92,180,DPD_90_PLUS,True,2026-05-23,False,False,0,0,PTY-LENDER_C-00000040,ANON-LENDER_C-00000040,PERSON,synthetic,WCDS-0.1
FAC-LENDER_C-00000041,LENDER_C,LENDER_C-100041,,TERM_LOAN,SME_MICRO,NGN,75000,75000,75000,2026-03-22,2026-03-22,2026-12-17,270,0.298041,FIXED,MONTHLY,10170.57,MICRO_ENTERPRISE,MICROFINANCE,DEPOSITS_AND_EQUITY,False,ACTIVE,2026-08-21,32777.78,32777.78,0,CURRENT,False,,False,False,0,0,PTY-LENDER_C-00000041,ANON-LENDER_C-00000041,ORGANISATION,synthetic,WCDS-0.1
FAC-LENDER_C-00000042,LENDER_C,LENDER_C-100042,,TERM_LOAN,ASSET_FINANCE,NGN,150000,150000,150000,2025-05-28,2025-05-28,2026-05-28,365,0.271301,FIXED,MONTHLY,15891.26,MICRO_ENTERPRISE,MICROFINANCE,DEPOSITS_AND_EQUITY,True,CLOSED,2026-08-21,0,0.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_C-00000042,ANON-LENDER_C-00000042,ORGANISATION,synthetic,WCDS-0.1
FAC-LENDER_C-00000043,LENDER_C,LENDER_C-100043,,TERM_LOAN,SME_MICRO,NGN,50000,50000,50000,2026-07-08,2026-07-08,2027-04-04,270,0.374002,FIXED,MONTHLY,7092.55,MICRO_ENTERPRISE,MICROFINANCE,DEPOSITS_AND_EQUITY,False,DEFAULTED,2026-08-21,49351.85,50868.92,95,DPD_90_PLUS,True,2026-08-16,False,False,0,0,PTY-LENDER_C-00000043,ANON-LENDER_C-00000043,ORGANISATION,synthetic,WCDS-0.1
FAC-LENDER_C-00000044,LENDER_C,LENDER_C-100044,,TERM_LOAN,ASSET_FINANCE,NGN,1000000,1000000,1000000,2025-10-17,2025-10-17,2026-10-17,365,0.251978,FIXED,MONTHLY,104331.51,MICRO_ENTERPRISE,MICROFINANCE,DEPOSITS_AND_EQUITY,True,ACTIVE,2026-08-21,156164.38,156164.38,0,CURRENT,False,,False,False,0,0,PTY-LENDER_C-00000044,ANON-LENDER_C-00000044,ORGANISATION,synthetic,WCDS-0.1
FAC-LENDER_C-00000045,LENDER_C,LENDER_C-100045,,TERM_LOAN,GROUP_MICRO,NGN,3500000,3500000,3500000,2026-05-17,2026-05-17,2026-11-13,180,0.344721,FIXED,WEEKLY,157499.89,MICRO_ENTERPRISE,MICROFINANCE,DEPOSITS_AND_EQUITY,False,ACTIVE,2026-08-21,1633333.33,1633333.33,0,CURRENT,False,,False,False,0,0,PTY-LENDER_C-00000045,ANON-LENDER_C-00000045,PERSON,synthetic,WCDS-0.1
FAC-LENDER_C-00000046,LENDER_C,LENDER_C-100046,,TERM_LOAN,GROUP_MICRO,NGN,3500000,3500000,3500000,2025-05-17,2025-05-17,2025-11-13,180,0.36778,FIXED,WEEKLY,159030.68,MICRO_ENTERPRISE,MICROFINANCE,DEPOSITS_AND_EQUITY,False,CLOSED,2026-08-21,0,0.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_C-00000046,ANON-LENDER_C-00000046,PERSON,synthetic,WCDS-0.1
FAC-LENDER_C-00000047,LENDER_C,LENDER_C-100047,,TERM_LOAN,STAFF_LOAN,NGN,150000,150000,150000,2025-02-05,2025-02-05,2026-02-05,365,0.155806,FIXED,MONTHLY,14447.58,PERSONAL,MICROFINANCE,DEPOSITS_AND_EQUITY,False,ACTIVE,2026-08-21,1750.0,1755.23,7,DPD_1_30,False,,False,False,0,0,PTY-LENDER_C-00000047,ANON-LENDER_C-00000047,PERSON,synthetic,WCDS-0.1
FAC-LENDER_C-00000048,LENDER_C,LENDER_C-100048,,TERM_LOAN,GROUP_MICRO,NGN,2000000,2000000,2000000,2026-06-07,2026-06-07,2026-12-04,180,0.398509,FIXED,WEEKLY,92040.38,MICRO_ENTERPRISE,MICROFINANCE,DEPOSITS_AND_EQUITY,False,ACTIVE,2026-08-21,1190000.0,1199094.74,7,DPD_1_30,False,,False,False,0,0,PTY-LENDER_C-00000048,ANON-LENDER_C-00000048,PERSON,synthetic,WCDS-0.1
FAC-LENDER_C-00000049,LENDER_C,LENDER_C-100049,,TERM_LOAN,SME_MICRO,NGN,2000000,2000000,2000000,2025-05-22,2025-05-22,2026-02-16,270,0.335369,FIXED,MONTHLY,277351.33,MICRO_ENTERPRISE,MICROFINANCE,DEPOSITS_AND_EQUITY,False,CLOSED,2026-08-21,0,0.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_C-00000049,ANON-LENDER_C-00000049,ORGANISATION,synthetic,WCDS-0.1
FAC-LENDER_C-00000050,LENDER_C,LENDER_C-100050,,TERM_LOAN,SME_MICRO,NGN,750000,750000,750000,2026-07-03,2026-07-03,2027-03-30,270,0.29847,FIXED,MONTHLY,101732.16,MICRO_ENTERPRISE,MICROFINANCE,DEPOSITS_AND_EQUITY,False,ACTIVE,2026-08-21,632638.89,640398.76,15,DPD_1_30,False,,False,False,0,0,PTY-LENDER_C-00000050,ANON-LENDER_C-00000050,ORGANISATION,synthetic,WCDS-0.1
FAC-LENDER_C-00000051,LENDER_C,LENDER_C-100051,,TERM_LOAN,SME_MICRO,NGN,300000,300000,300000,2025-11-09,2025-11-09,2026-08-06,270,0.361788,FIXED,MONTHLY,42254.12,MICRO_ENTERPRISE,MICROFINANCE,DEPOSITS_AND_EQUITY,True,ACTIVE,2026-08-21,17500.0,18020.38,35,DPD_31_60,False,,False,False,0,0,PTY-LENDER_C-00000051,ANON-LENDER_C-00000051,ORGANISATION,synthetic,WCDS-0.1
FAC-LENDER_C-00000052,LENDER_C,LENDER_C-100052,,TERM_LOAN,ASSET_FINANCE,NGN,3500000,3500000,3500000,2025-05-01,2025-05-01,2026-05-01,365,0.246819,FIXED,MONTHLY,363655.41,MICRO_ENTERPRISE,MICROFINANCE,DEPOSITS_AND_EQUITY,True,CLOSED,2026-08-21,0,0.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_C-00000052,ANON-LENDER_C-00000052,ORGANISATION,synthetic,WCDS-0.1
FAC-LENDER_C-00000053,LENDER_C,LENDER_C-100053,,TERM_LOAN,ASSET_FINANCE,NGN,300000,300000,300000,2025-11-10,2025-11-10,2026-11-10,365,0.233552,FIXED,MONTHLY,30838.79,MICRO_ENTERPRISE,MICROFINANCE,DEPOSITS_AND_EQUITY,True,ACTIVE,2026-08-21,66575.34,66575.34,0,CURRENT,False,,False,False,0,0,PTY-LENDER_C-00000053,ANON-LENDER_C-00000053,ORGANISATION,synthetic,WCDS-0.1
FAC-LENDER_C-00000054,LENDER_C,LENDER_C-100054,,TERM_LOAN,ASSET_FINANCE,NGN,2000000,2000000,2000000,2025-10-14,2025-10-14,2026-10-14,365,0.271231,FIXED,MONTHLY,211871.9,MICRO_ENTERPRISE,MICROFINANCE,DEPOSITS_AND_EQUITY,True,ACTIVE,2026-08-21,295890.41,295890.41,0,CURRENT,False,,False,False,0,0,PTY-LENDER_C-00000054,ANON-LENDER_C-00000054,ORGANISATION,synthetic,WCDS-0.1
FAC-LENDER_C-00000055,LENDER_C,LENDER_C-100055,,TERM_LOAN,ASSET_FINANCE,NGN,500000,500000,500000,2025-12-27,2025-12-27,2026-12-27,365,0.282023,FIXED,MONTHLY,53417.63,MICRO_ENTERPRISE,MICROFINANCE,DEPOSITS_AND_EQUITY,True,ACTIVE,2026-08-21,204509.13,209249.65,35,DPD_31_60,False,,False,False,0,0,PTY-LENDER_C-00000055,ANON-LENDER_C-00000055,ORGANISATION,synthetic,WCDS-0.1
