facility_id,institution_id,source_facility_id,crms_credit_id,facility_type,product_code,currency,approved_limit,original_principal,amount_disbursed,origination_date,first_disbursement_date,maturity_date,original_tenor_days,interest_rate,rate_type,repayment_frequency,scheduled_payment_amount,purpose_code,sector_code,funding_source_code,secured_flag,facility_status,snapshot_date,outstanding_principal,total_exposure,days_past_due,delinquency_bucket,default_flag,default_date,restructure_flag,writeoff_flag,writeoff_amount,recovery_amount,party_id,borrower_external_id,party_type,data_classification,wcds_version
FAC-LENDER_A-00000013,LENDER_A,LENDER_A-100013,,TERM_LOAN,SALARY_3M,NGN,1000000,1000000,1000000,2025-02-06,2025-02-06,2025-05-07,90,0.409746,FIXED,MONTHLY,367011.06,UNSECURED_PERSONAL,HOUSEHOLD,DEPOSITS,False,CLOSED,2026-08-21,0,0.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000013,ANON-LENDER_A-00000013,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000014,LENDER_A,LENDER_A-100014,,TERM_LOAN,SALARY_3M,NGN,200000,200000,200000,2025-03-08,2025-03-08,2025-06-06,90,0.37015,FIXED,MONTHLY,72751.33,UNSECURED_PERSONAL,HOUSEHOLD,DEPOSITS,False,CLOSED,2026-08-21,0,0.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000014,ANON-LENDER_A-00000014,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000015,LENDER_A,LENDER_A-100015,,TERM_LOAN,SALARY_3M,NGN,500000,500000,500000,2024-12-09,2024-12-09,2025-03-09,90,0.390694,FIXED,MONTHLY,182722.58,UNSECURED_PERSONAL,HOUSEHOLD,DEPOSITS,False,CLOSED,2026-08-21,0,0.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000015,ANON-LENDER_A-00000015,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000016,LENDER_A,LENDER_A-100016,,TERM_LOAN,PERSONAL_9M,NGN,100000,100000,100000,2026-04-16,2026-04-16,2027-01-11,270,0.343494,FIXED,MONTHLY,13934.35,PERSONAL,HOUSEHOLD,DEPOSITS,False,ACTIVE,2026-08-21,52962.96,52962.96,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000016,ANON-LENDER_A-00000016,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000017,LENDER_A,LENDER_A-100017,,TERM_LOAN,SALARY_3M,NGN,300000,300000,300000,2025-05-23,2025-05-23,2025-08-21,90,0.364436,FIXED,MONTHLY,108986.1,UNSECURED_PERSONAL,HOUSEHOLD,DEPOSITS,False,CLOSED,2026-08-21,0,0.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000017,ANON-LENDER_A-00000017,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000018,LENDER_A,LENDER_A-100018,,TERM_LOAN,PERSONAL_9M,NGN,200000,200000,200000,2025-03-10,2025-03-10,2025-12-05,270,0.366362,FIXED,MONTHLY,28244.61,PERSONAL,HOUSEHOLD,DEPOSITS,False,ACTIVE,2026-08-21,21666.67,22319.09,65,DPD_61_90,False,,False,False,0,0,PTY-LENDER_A-00000018,ANON-LENDER_A-00000018,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000019,LENDER_A,LENDER_A-100019,,TERM_LOAN,SALARY_3M,NGN,400000,400000,400000,2026-02-27,2026-02-27,2026-05-28,90,0.335813,FIXED,MONTHLY,144373.77,UNSECURED_PERSONAL,HOUSEHOLD,DEPOSITS,False,CLOSED,2026-08-21,0,0.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000019,ANON-LENDER_A-00000019,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000020,LENDER_A,LENDER_A-100020,,TERM_LOAN,SALARY_6M,NGN,750000,750000,750000,2026-07-23,2026-07-23,2027-01-19,180,0.323642,FIXED,MONTHLY,144950.56,UNSECURED_PERSONAL,HOUSEHOLD,DEPOSITS,False,ACTIVE,2026-08-21,629166.67,629166.67,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000020,ANON-LENDER_A-00000020,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000021,LENDER_A,LENDER_A-100021,,TERM_LOAN,SALARY_3M,NGN,100000,100000,100000,2025-12-08,2025-12-08,2026-03-08,90,0.343558,FIXED,MONTHLY,36157.1,UNSECURED_PERSONAL,HOUSEHOLD,DEPOSITS,False,ACTIVE,2026-08-21,5833.33,5998.05,35,DPD_31_60,False,,False,False,0,0,PTY-LENDER_A-00000021,ANON-LENDER_A-00000021,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000022,LENDER_A,LENDER_A-100022,,TERM_LOAN,PERSONAL_9M,NGN,200000,200000,200000,2026-04-02,2026-04-02,2026-12-28,270,0.288306,FIXED,MONTHLY,26961.49,PERSONAL,HOUSEHOLD,DEPOSITS,False,ACTIVE,2026-08-21,95555.56,95555.56,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000022,ANON-LENDER_A-00000022,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000023,LENDER_A,LENDER_A-100023,,TERM_LOAN,PERSONAL_9M,NGN,500000,500000,500000,2026-01-07,2026-01-07,2026-10-04,270,0.343321,FIXED,MONTHLY,69664.63,PERSONAL,HOUSEHOLD,DEPOSITS,False,ACTIVE,2026-08-21,135648.15,139475.89,65,DPD_61_90,False,,False,False,0,0,PTY-LENDER_A-00000023,ANON-LENDER_A-00000023,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000024,LENDER_A,LENDER_A-100024,,TERM_LOAN,PERSONAL_9M,NGN,400000,400000,400000,2025-05-20,2025-05-20,2026-02-14,270,0.327879,FIXED,MONTHLY,55224.03,PERSONAL,HOUSEHOLD,DEPOSITS,False,ACTIVE,2026-08-21,43333.33,44501.12,65,DPD_61_90,False,,False,False,0,0,PTY-LENDER_A-00000024,ANON-LENDER_A-00000024,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000025,LENDER_A,LENDER_A-100025,,TERM_LOAN,PERSONAL_9M,NGN,250000,250000,250000,2024-12-17,2024-12-17,2025-09-13,270,0.282524,FIXED,MONTHLY,33583.07,PERSONAL,HOUSEHOLD,DEPOSITS,False,CLOSED,2026-08-21,0,0.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000025,ANON-LENDER_A-00000025,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000026,LENDER_A,LENDER_A-100026,,TERM_LOAN,SALARY_3M,NGN,400000,400000,400000,2026-05-31,2026-05-31,2026-08-29,90,0.308519,FIXED,MONTHLY,143476.43,UNSECURED_PERSONAL,HOUSEHOLD,DEPOSITS,False,ACTIVE,2026-08-21,35555.56,35555.56,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000026,ANON-LENDER_A-00000026,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000027,LENDER_A,LENDER_A-100027,,TERM_LOAN,PERSONAL_9M,NGN,750000,750000,750000,2025-12-06,2025-12-06,2026-09-02,270,0.344708,FIXED,MONTHLY,104582.46,PERSONAL,HOUSEHOLD,DEPOSITS,False,ACTIVE,2026-08-21,52083.33,52821.15,15,DPD_1_30,False,,False,False,0,0,PTY-LENDER_A-00000027,ANON-LENDER_A-00000027,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000028,LENDER_A,LENDER_A-100028,,TERM_LOAN,SALARY_6M,NGN,400000,400000,400000,2025-06-04,2025-06-04,2025-12-01,180,0.282849,FIXED,MONTHLY,75965.82,UNSECURED_PERSONAL,HOUSEHOLD,DEPOSITS,False,CLOSED,2026-08-21,0,0.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000028,ANON-LENDER_A-00000028,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000029,LENDER_A,LENDER_A-100029,,TERM_LOAN,PERSONAL_9M,NGN,150000,150000,150000,2026-06-10,2026-06-10,2027-03-07,270,0.358415,FIXED,MONTHLY,21085.48,PERSONAL,HOUSEHOLD,DEPOSITS,False,ACTIVE,2026-08-21,110000.0,110000.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000029,ANON-LENDER_A-00000029,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000030,LENDER_A,LENDER_A-100030,,TERM_LOAN,SALARY_3M,NGN,1000000,1000000,1000000,2025-05-09,2025-05-09,2025-08-07,90,0.340716,FIXED,MONTHLY,361337.41,UNSECURED_PERSONAL,HOUSEHOLD,DEPOSITS,False,CLOSED,2026-08-21,0,0.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000030,ANON-LENDER_A-00000030,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000031,LENDER_A,LENDER_A-100031,,TERM_LOAN,SALARY_3M,NGN,750000,750000,750000,2025-01-25,2025-01-25,2025-04-25,90,0.322019,FIXED,MONTHLY,269850.46,UNSECURED_PERSONAL,HOUSEHOLD,DEPOSITS,False,CLOSED,2026-08-21,0,0.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000031,ANON-LENDER_A-00000031,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000032,LENDER_A,LENDER_A-100032,,TERM_LOAN,SALARY_3M,NGN,250000,250000,250000,2026-02-22,2026-02-22,2026-05-23,90,0.378257,FIXED,MONTHLY,91105.75,UNSECURED_PERSONAL,HOUSEHOLD,DEPOSITS,False,CLOSED,2026-08-21,0,0.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000032,ANON-LENDER_A-00000032,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000033,LENDER_A,LENDER_A-100033,,TERM_LOAN,SALARY_3M,NGN,500000,500000,500000,2026-08-09,2026-08-09,2026-11-07,90,0.357763,FIXED,MONTHLY,181369.26,UNSECURED_PERSONAL,HOUSEHOLD,DEPOSITS,False,WRITTEN_OFF,2026-08-21,22750.42,23419.4,180,DPD_90_PLUS,True,2026-05-23,False,True,500000,52875.94,PTY-LENDER_A-00000033,ANON-LENDER_A-00000033,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000034,LENDER_A,LENDER_A-100034,,TERM_LOAN,PERSONAL_9M,NGN,750000,750000,750000,2026-03-06,2026-03-06,2026-12-01,270,0.346692,FIXED,MONTHLY,104704.77,PERSONAL,HOUSEHOLD,DEPOSITS,False,ACTIVE,2026-08-21,283333.33,283333.33,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000034,ANON-LENDER_A-00000034,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000035,LENDER_A,LENDER_A-100035,,TERM_LOAN,SALARY_3M,NGN,400000,400000,400000,2026-06-14,2026-06-14,2026-09-12,90,0.326124,FIXED,MONTHLY,144055.22,UNSECURED_PERSONAL,HOUSEHOLD,DEPOSITS,False,ACTIVE,2026-08-21,97777.78,97777.78,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000035,ANON-LENDER_A-00000035,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000036,LENDER_A,LENDER_A-100036,,TERM_LOAN,SALARY_3M,NGN,1000000,1000000,1000000,2026-05-21,2026-05-21,2026-08-19,90,0.357215,FIXED,MONTHLY,362693.44,UNSECURED_PERSONAL,HOUSEHOLD,DEPOSITS,False,ACTIVE,2026-08-21,58333.33,60046.01,35,DPD_31_60,False,,True,False,0,0,PTY-LENDER_A-00000036,ANON-LENDER_A-00000036,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000037,LENDER_A,LENDER_A-100037,,TERM_LOAN,PERSONAL_9M,NGN,250000,250000,250000,2024-12-27,2024-12-27,2025-09-23,270,0.328453,FIXED,MONTHLY,34526.81,PERSONAL,HOUSEHOLD,DEPOSITS,False,CLOSED,2026-08-21,0,0.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000037,ANON-LENDER_A-00000037,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000038,LENDER_A,LENDER_A-100038,,TERM_LOAN,PERSONAL_9M,NGN,400000,400000,400000,2025-11-17,2025-11-17,2026-08-14,270,0.350041,FIXED,MONTHLY,55952.63,PERSONAL,HOUSEHOLD,DEPOSITS,False,CLOSED,2026-08-21,-5000.0,0.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000038,ANON-LENDER_A-00000038,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000039,LENDER_A,LENDER_A-100039,,TERM_LOAN,PERSONAL_9M,NGN,300000,300000,300000,2025-04-30,2025-04-30,2026-01-25,270,0.327494,FIXED,MONTHLY,41408.54,PERSONAL,HOUSEHOLD,DEPOSITS,False,CLOSED,2026-08-21,0,0.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000039,ANON-LENDER_A-00000039,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000040,LENDER_A,LENDER_A-100040,,TERM_LOAN,PERSONAL_9M,NGN,150000,150000,150000,2026-05-28,2026-05-28,2027-02-22,270,0.334994,FIXED,MONTHLY,20796.73,PERSONAL,HOUSEHOLD,DEPOSITS,False,ACTIVE,2026-08-21,102777.78,102777.78,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000040,ANON-LENDER_A-00000040,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000041,LENDER_A,LENDER_A-100041,,TERM_LOAN,SALARY_3M,NGN,250000,250000,250000,2025-07-29,2025-07-29,2025-10-27,90,0.360706,FIXED,MONTHLY,90745.1,UNSECURED_PERSONAL,HOUSEHOLD,DEPOSITS,False,CLOSED,2026-08-21,0,0.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000041,ANON-LENDER_A-00000041,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000042,LENDER_A,LENDER_A-100042,,TERM_LOAN,PERSONAL_9M,NGN,1000000,1000000,1000000,2026-08-03,2026-08-03,2027-04-30,270,0.316302,FIXED,MONTHLY,137108.54,PERSONAL,HOUSEHOLD,DEPOSITS,False,ACTIVE,2026-08-21,933333.33,933333.33,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000042,ANON-LENDER_A-00000042,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000043,LENDER_A,LENDER_A-100043,,TERM_LOAN,SALARY_3M,NGN,300000,300000,300000,2026-04-15,2026-04-15,2026-07-14,90,0.366552,FIXED,MONTHLY,109038.28,UNSECURED_PERSONAL,HOUSEHOLD,DEPOSITS,False,ACTIVE,2026-08-21,17500.0,18027.23,35,DPD_31_60,False,,False,False,0,0,PTY-LENDER_A-00000043,ANON-LENDER_A-00000043,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000044,LENDER_A,LENDER_A-100044,,TERM_LOAN,SALARY_6M,NGN,250000,250000,250000,2025-11-14,2025-11-14,2026-05-13,180,0.293811,FIXED,MONTHLY,47703.87,UNSECURED_PERSONAL,HOUSEHOLD,DEPOSITS,False,CLOSED,2026-08-21,0,0.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000044,ANON-LENDER_A-00000044,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000045,LENDER_A,LENDER_A-100045,,TERM_LOAN,PERSONAL_9M,NGN,500000,500000,500000,2025-11-01,2025-11-01,2026-07-29,270,0.286096,FIXED,MONTHLY,67312.92,PERSONAL,HOUSEHOLD,DEPOSITS,False,CLOSED,2026-08-21,0,0.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000045,ANON-LENDER_A-00000045,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000046,LENDER_A,LENDER_A-100046,,TERM_LOAN,SALARY_3M,NGN,750000,750000,750000,2025-01-24,2025-01-24,2025-04-24,90,0.340027,FIXED,MONTHLY,270960.56,UNSECURED_PERSONAL,HOUSEHOLD,DEPOSITS,False,ACTIVE,2026-08-21,8750.0,8807.06,7,DPD_1_30,False,,False,False,0,0,PTY-LENDER_A-00000046,ANON-LENDER_A-00000046,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000047,LENDER_A,LENDER_A-100047,,TERM_LOAN,PERSONAL_9M,NGN,200000,200000,200000,2025-01-30,2025-01-30,2025-10-27,270,0.393406,FIXED,MONTHLY,28689.17,PERSONAL,HOUSEHOLD,DEPOSITS,False,CLOSED,2026-08-21,0,0.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000047,ANON-LENDER_A-00000047,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000048,LENDER_A,LENDER_A-100048,,TERM_LOAN,SALARY_3M,NGN,300000,300000,300000,2025-08-03,2025-08-03,2025-11-01,90,0.344306,FIXED,MONTHLY,108489.73,UNSECURED_PERSONAL,HOUSEHOLD,DEPOSITS,False,ACTIVE,2026-08-21,32500.0,33419.72,65,DPD_61_90,False,,False,False,0,0,PTY-LENDER_A-00000048,ANON-LENDER_A-00000048,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000049,LENDER_A,LENDER_A-100049,,TERM_LOAN,SALARY_3M,NGN,150000,150000,150000,2025-08-14,2025-08-14,2025-11-12,90,0.403284,FIXED,MONTHLY,54972.0,UNSECURED_PERSONAL,HOUSEHOLD,DEPOSITS,False,ACTIVE,2026-08-21,3750.0,3812.15,15,DPD_1_30,False,,False,False,0,0,PTY-LENDER_A-00000049,ANON-LENDER_A-00000049,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000050,LENDER_A,LENDER_A-100050,,TERM_LOAN,SALARY_3M,NGN,250000,250000,250000,2026-02-26,2026-02-26,2026-05-27,90,0.406096,FIXED,MONTHLY,91677.78,UNSECURED_PERSONAL,HOUSEHOLD,DEPOSITS,False,DEFAULTED,2026-08-21,37500.0,38751.67,130,DPD_90_PLUS,True,2026-07-12,False,False,0,0,PTY-LENDER_A-00000050,ANON-LENDER_A-00000050,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000051,LENDER_A,LENDER_A-100051,,TERM_LOAN,SALARY_6M,NGN,250000,250000,250000,2025-11-11,2025-11-11,2026-05-10,180,0.348388,FIXED,MONTHLY,48825.32,UNSECURED_PERSONAL,HOUSEHOLD,DEPOSITS,False,CLOSED,2026-08-21,0,0.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000051,ANON-LENDER_A-00000051,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000052,LENDER_A,LENDER_A-100052,,TERM_LOAN,SALARY_6M,NGN,250000,250000,250000,2026-01-19,2026-01-19,2026-07-18,180,0.305905,FIXED,MONTHLY,47952.39,UNSECURED_PERSONAL,HOUSEHOLD,DEPOSITS,False,ACTIVE,2026-08-21,6250.0,6328.57,15,DPD_1_30,False,,False,False,0,0,PTY-LENDER_A-00000052,ANON-LENDER_A-00000052,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000053,LENDER_A,LENDER_A-100053,,TERM_LOAN,SALARY_3M,NGN,250000,250000,250000,2026-07-18,2026-07-18,2026-10-16,90,0.355236,FIXED,MONTHLY,90632.71,UNSECURED_PERSONAL,HOUSEHOLD,DEPOSITS,False,ACTIVE,2026-08-21,155555.56,155555.56,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000053,ANON-LENDER_A-00000053,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000054,LENDER_A,LENDER_A-100054,,TERM_LOAN,SALARY_6M,NGN,400000,400000,400000,2025-03-08,2025-03-08,2025-09-04,180,0.293432,FIXED,MONTHLY,76313.76,UNSECURED_PERSONAL,HOUSEHOLD,DEPOSITS,False,CLOSED,2026-08-21,0,0.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000054,ANON-LENDER_A-00000054,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000055,LENDER_A,LENDER_A-100055,,TERM_LOAN,SALARY_3M,NGN,300000,300000,300000,2026-02-10,2026-02-10,2026-05-11,90,0.417738,FIXED,MONTHLY,110300.39,UNSECURED_PERSONAL,HOUSEHOLD,DEPOSITS,False,CLOSED,2026-08-21,0,0.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000055,ANON-LENDER_A-00000055,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000056,LENDER_A,LENDER_A-100056,,TERM_LOAN,SALARY_6M,NGN,400000,400000,400000,2025-05-22,2025-05-22,2025-11-18,180,0.264591,FIXED,MONTHLY,75365.54,UNSECURED_PERSONAL,HOUSEHOLD,DEPOSITS,False,CLOSED,2026-08-21,0,0.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000056,ANON-LENDER_A-00000056,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000057,LENDER_A,LENDER_A-100057,,TERM_LOAN,SALARY_6M,NGN,100000,100000,100000,2025-05-22,2025-05-22,2025-11-18,180,0.306223,FIXED,MONTHLY,19183.57,UNSECURED_PERSONAL,HOUSEHOLD,DEPOSITS,False,CLOSED,2026-08-21,0,0.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000057,ANON-LENDER_A-00000057,PERSON,synthetic,WCDS-0.1
FAC-LENDER_A-00000058,LENDER_A,LENDER_A-100058,,TERM_LOAN,PERSONAL_9M,NGN,250000,250000,250000,2025-08-04,2025-08-04,2026-05-01,270,0.366332,FIXED,MONTHLY,35305.14,PERSONAL,HOUSEHOLD,DEPOSITS,False,CLOSED,2026-08-21,0,0.0,0,CURRENT,False,,False,False,0,0,PTY-LENDER_A-00000058,ANON-LENDER_A-00000058,PERSON,synthetic,WCDS-0.1
